designation,type,edi_name,manual_label,weight_lb_ft,area_sq_in,depth_in,flange_w_in,web_t_in,flange_t_in
2L12X12X1-1/8,2L,2L12X12X1-1/8,2L12X12X1-1/8,174.0,51.6,12.0,,,
2L12X12X1-1/8X3/4,2L,2L12X12X1-1/8X3/4,2L12X12X1-1/8X3/4,174.0,51.6,12.0,,,
2L12X12X1-1/8X1-1/2,2L,2L12X12X1-1/8X1-1/2,2L12X12X1-1/8X1-1/2,174.0,51.6,12.0,,,
2L12X12X1,2L,2L12X12X1,2L12X12X1,156.0,46.0,12.0,,,
2L12X12X1X3/4,2L,2L12X12X1X3/4,2L12X12X1X3/4,156.0,46.0,12.0,,,
2L12X12X1X1-1/2,2L,2L12X12X1X1-1/2,2L12X12X1X1-1/2,156.0,46.0,12.0,,,
2L10X10X1-3/8,2L,2L10X10X1-3/8,2L10X10X1-3/8,174.0,51.2,10.0,,,
2L10X10X1-3/8X3/4,2L,2L10X10X1-3/8X3/4,2L10X10X1-3/8X3/4,174.0,51.2,10.0,,,
2L10X10X1-3/8X1-1/2,2L,2L10X10X1-3/8X1-1/2,2L10X10X1-3/8X1-1/2,174.0,51.2,10.0,,,
2L10X10X1-1/4,2L,2L10X10X1-1/4,2L10X10X1-1/4,160.0,46.8,10.0,,,
2L10X10X1-1/4X3/4,2L,2L10X10X1-1/4X3/4,2L10X10X1-1/4X3/4,160.0,46.8,10.0,,,
2L10X10X1-1/4X1-1/2,2L,2L10X10X1-1/4X1-1/2,2L10X10X1-1/4X1-1/2,160.0,46.8,10.0,,,
2L10X10X1-1/8,2L,2L10X10X1-1/8,2L10X10X1-1/8,145.0,42.6,10.0,,,
2L10X10X1-1/8X3/4,2L,2L10X10X1-1/8X3/4,2L10X10X1-1/8X3/4,145.0,42.6,10.0,,,
2L10X10X1-1/8X1-1/2,2L,2L10X10X1-1/8X1-1/2,2L10X10X1-1/8X1-1/2,145.0,42.6,10.0,,,
2L10X10X1,2L,2L10X10X1,2L10X10X1,129.0,38.0,10.0,,,
2L10X10X1X3/4,2L,2L10X10X1X3/4,2L10X10X1X3/4,129.0,38.0,10.0,,,
2L10X10X1X1-1/2,2L,2L10X10X1X1-1/2,2L10X10X1X1-1/2,129.0,38.0,10.0,,,
2L10X10X7/8,2L,2L10X10X7/8,2L10X10X7/8,114.0,33.6,10.0,,,
2L10X10X7/8X3/4,2L,2L10X10X7/8X3/4,2L10X10X7/8X3/4,114.0,33.6,10.0,,,
2L10X10X7/8X1-1/2,2L,2L10X10X7/8X1-1/2,2L10X10X7/8X1-1/2,114.0,33.6,10.0,,,
2L10X10X3/4,2L,2L10X10X3/4,2L10X10X3/4,98.2,29.0,10.0,,,
2L10X10X3/4X3/4,2L,2L10X10X3/4X3/4,2L10X10X3/4X3/4,98.2,29.0,10.0,,,
2L10X10X3/4X1-1/2,2L,2L10X10X3/4X1-1/2,2L10X10X3/4X1-1/2,98.2,29.0,10.0,,,
2L8X8X1-1/8,2L,2L8X8X1-1/8,2L8X8X1-1/8,114.0,33.6,8.0,,,
2L8X8X1-1/8X3/8,2L,2L8X8X1-1/8X3/8,2L8X8X1-1/8X3/8,114.0,33.6,8.0,,,
2L8X8X1-1/8X3/4,2L,2L8X8X1-1/8X3/4,2L8X8X1-1/8X3/4,114.0,33.6,8.0,,,
2L8X8X1,2L,2L8X8X1,2L8X8X1,102.0,30.2,8.0,,,
2L8X8X1X3/8,2L,2L8X8X1X3/8,2L8X8X1X3/8,102.0,30.2,8.0,,,
2L8X8X1X3/4,2L,2L8X8X1X3/4,2L8X8X1X3/4,102.0,30.2,8.0,,,
2L8X8X7/8,2L,2L8X8X7/8,2L8X8X7/8,90.0,26.6,8.0,,,
2L8X8X7/8X3/8,2L,2L8X8X7/8X3/8,2L8X8X7/8X3/8,90.0,26.6,8.0,,,
2L8X8X7/8X3/4,2L,2L8X8X7/8X3/4,2L8X8X7/8X3/4,90.0,26.6,8.0,,,
2L8X8X3/4,2L,2L8X8X3/4,2L8X8X3/4,77.8,23.0,8.0,,,
2L8X8X3/4X3/8,2L,2L8X8X3/4X3/8,2L8X8X3/4X3/8,77.8,23.0,8.0,,,
2L8X8X3/4X3/4,2L,2L8X8X3/4X3/4,2L8X8X3/4X3/4,77.8,23.0,8.0,,,
2L8X8X5/8,2L,2L8X8X5/8,2L8X8X5/8,65.4,19.4,8.0,,,
2L8X8X5/8X3/8,2L,2L8X8X5/8X3/8,2L8X8X5/8X3/8,65.4,19.4,8.0,,,
2L8X8X5/8X3/4,2L,2L8X8X5/8X3/4,2L8X8X5/8X3/4,65.4,19.4,8.0,,,
2L8X8X9/16,2L,2L8X8X9/16,2L8X8X9/16,59.2,17.5,8.0,,,
2L8X8X9/16X3/8,2L,2L8X8X9/16X3/8,2L8X8X9/16X3/8,59.2,17.5,8.0,,,
2L8X8X9/16X3/4,2L,2L8X8X9/16X3/4,2L8X8X9/16X3/4,59.2,17.5,8.0,,,
2L8X8X1/2,2L,2L8X8X1/2,2L8X8X1/2,52.8,15.7,8.0,,,
2L8X8X1/2X3/8,2L,2L8X8X1/2X3/8,2L8X8X1/2X3/8,52.8,15.7,8.0,,,
2L8X8X1/2X3/4,2L,2L8X8X1/2X3/4,2L8X8X1/2X3/4,52.8,15.7,8.0,,,
2L6X6X1,2L,2L6X6X1,2L6X6X1,74.8,22.0,6.0,,,
2L6X6X1X3/8,2L,2L6X6X1X3/8,2L6X6X1X3/8,74.8,22.0,6.0,,,
2L6X6X1X3/4,2L,2L6X6X1X3/4,2L6X6X1X3/4,74.8,22.0,6.0,,,
2L6X6X7/8,2L,2L6X6X7/8,2L6X6X7/8,66.2,19.5,6.0,,,
2L6X6X7/8X3/8,2L,2L6X6X7/8X3/8,2L6X6X7/8X3/8,66.2,19.5,6.0,,,
2L6X6X7/8X3/4,2L,2L6X6X7/8X3/4,2L6X6X7/8X3/4,66.2,19.5,6.0,,,
2L6X6X3/4,2L,2L6X6X3/4,2L6X6X3/4,57.4,16.9,6.0,,,
2L6X6X3/4X3/8,2L,2L6X6X3/4X3/8,2L6X6X3/4X3/8,57.4,16.9,6.0,,,
2L6X6X3/4X3/4,2L,2L6X6X3/4X3/4,2L6X6X3/4X3/4,57.4,16.9,6.0,,,
2L6X6X5/8,2L,2L6X6X5/8,2L6X6X5/8,48.4,14.3,6.0,,,
2L6X6X5/8X3/8,2L,2L6X6X5/8X3/8,2L6X6X5/8X3/8,48.4,14.3,6.0,,,
2L6X6X5/8X3/4,2L,2L6X6X5/8X3/4,2L6X6X5/8X3/4,48.4,14.3,6.0,,,
2L6X6X9/16,2L,2L6X6X9/16,2L6X6X9/16,43.8,12.9,6.0,,,
2L6X6X9/16X3/8,2L,2L6X6X9/16X3/8,2L6X6X9/16X3/8,43.8,12.9,6.0,,,
2L6X6X9/16X3/4,2L,2L6X6X9/16X3/4,2L6X6X9/16X3/4,43.8,12.9,6.0,,,
2L6X6X1/2,2L,2L6X6X1/2,2L6X6X1/2,39.2,11.5,6.0,,,
2L6X6X1/2X3/8,2L,2L6X6X1/2X3/8,2L6X6X1/2X3/8,39.2,11.5,6.0,,,
2L6X6X1/2X3/4,2L,2L6X6X1/2X3/4,2L6X6X1/2X3/4,39.2,11.5,6.0,,,
2L6X6X7/16,2L,2L6X6X7/16,2L6X6X7/16,34.4,10.2,6.0,,,
2L6X6X7/16X3/8,2L,2L6X6X7/16X3/8,2L6X6X7/16X3/8,34.4,10.2,6.0,,,
2L6X6X7/16X3/4,2L,2L6X6X7/16X3/4,2L6X6X7/16X3/4,34.4,10.2,6.0,,,
2L6X6X3/8,2L,2L6X6X3/8,2L6X6X3/8,29.8,8.76,6.0,,,
2L6X6X3/8X3/8,2L,2L6X6X3/8X3/8,2L6X6X3/8X3/8,29.8,8.76,6.0,,,
2L6X6X3/8X3/4,2L,2L6X6X3/8X3/4,2L6X6X3/8X3/4,29.8,8.76,6.0,,,
2L6X6X5/16,2L,2L6X6X5/16,2L6X6X5/16,24.8,7.34,6.0,,,
2L6X6X5/16X3/8,2L,2L6X6X5/16X3/8,2L6X6X5/16X3/8,24.8,7.34,6.0,,,
2L6X6X5/16X3/4,2L,2L6X6X5/16X3/4,2L6X6X5/16X3/4,24.8,7.34,6.0,,,
2L5X5X7/8,2L,2L5X5X7/8,2L5X5X7/8,54.4,16.0,5.0,,,
2L5X5X7/8X3/8,2L,2L5X5X7/8X3/8,2L5X5X7/8X3/8,54.4,16.0,5.0,,,
2L5X5X7/8X3/4,2L,2L5X5X7/8X3/4,2L5X5X7/8X3/4,54.4,16.0,5.0,,,
2L5X5X3/4,2L,2L5X5X3/4,2L5X5X3/4,47.2,14.0,5.0,,,
2L5X5X3/4X3/8,2L,2L5X5X3/4X3/8,2L5X5X3/4X3/8,47.2,14.0,5.0,,,
2L5X5X3/4X3/4,2L,2L5X5X3/4X3/4,2L5X5X3/4X3/4,47.2,14.0,5.0,,,
2L5X5X5/8,2L,2L5X5X5/8,2L5X5X5/8,40.0,11.8,5.0,,,
2L5X5X5/8X3/8,2L,2L5X5X5/8X3/8,2L5X5X5/8X3/8,40.0,11.8,5.0,,,
2L5X5X5/8X3/4,2L,2L5X5X5/8X3/4,2L5X5X5/8X3/4,40.0,11.8,5.0,,,
2L5X5X1/2,2L,2L5X5X1/2,2L5X5X1/2,32.4,9.58,5.0,,,
2L5X5X1/2X3/8,2L,2L5X5X1/2X3/8,2L5X5X1/2X3/8,32.4,9.58,5.0,,,
2L5X5X1/2X3/4,2L,2L5X5X1/2X3/4,2L5X5X1/2X3/4,32.4,9.58,5.0,,,
2L5X5X7/16,2L,2L5X5X7/16,2L5X5X7/16,28.6,8.44,5.0,,,
2L5X5X7/16X3/8,2L,2L5X5X7/16X3/8,2L5X5X7/16X3/8,28.6,8.44,5.0,,,
2L5X5X7/16X3/4,2L,2L5X5X7/16X3/4,2L5X5X7/16X3/4,28.6,8.44,5.0,,,
2L5X5X3/8,2L,2L5X5X3/8,2L5X5X3/8,24.6,7.3,5.0,,,
2L5X5X3/8X3/8,2L,2L5X5X3/8X3/8,2L5X5X3/8X3/8,24.6,7.3,5.0,,,
2L5X5X3/8X3/4,2L,2L5X5X3/8X3/4,2L5X5X3/8X3/4,24.6,7.3,5.0,,,
2L5X5X5/16,2L,2L5X5X5/16,2L5X5X5/16,20.6,6.14,5.0,,,
2L5X5X5/16X3/8,2L,2L5X5X5/16X3/8,2L5X5X5/16X3/8,20.6,6.14,5.0,,,
2L5X5X5/16X3/4,2L,2L5X5X5/16X3/4,2L5X5X5/16X3/4,20.6,6.14,5.0,,,
2L4X4X3/4,2L,2L4X4X3/4,2L4X4X3/4,37.0,10.9,4.0,,,
2L4X4X3/4X3/8,2L,2L4X4X3/4X3/8,2L4X4X3/4X3/8,37.0,10.9,4.0,,,
2L4X4X3/4X3/4,2L,2L4X4X3/4X3/4,2L4X4X3/4X3/4,37.0,10.9,4.0,,,
2L4X4X5/8,2L,2L4X4X5/8,2L4X4X5/8,31.4,9.22,4.0,,,
2L4X4X5/8X3/8,2L,2L4X4X5/8X3/8,2L4X4X5/8X3/8,31.4,9.22,4.0,,,
2L4X4X5/8X3/4,2L,2L4X4X5/8X3/4,2L4X4X5/8X3/4,31.4,9.22,4.0,,,
2L4X4X1/2,2L,2L4X4X1/2,2L4X4X1/2,25.6,7.5,4.0,,,
2L4X4X1/2X3/8,2L,2L4X4X1/2X3/8,2L4X4X1/2X3/8,25.6,7.5,4.0,,,
2L4X4X1/2X3/4,2L,2L4X4X1/2X3/4,2L4X4X1/2X3/4,25.6,7.5,4.0,,,
2L4X4X7/16,2L,2L4X4X7/16,2L4X4X7/16,22.6,6.6,4.0,,,
2L4X4X7/16X3/8,2L,2L4X4X7/16X3/8,2L4X4X7/16X3/8,22.6,6.6,4.0,,,
2L4X4X7/16X3/4,2L,2L4X4X7/16X3/4,2L4X4X7/16X3/4,22.6,6.6,4.0,,,
2L4X4X3/8,2L,2L4X4X3/8,2L4X4X3/8,19.6,5.72,4.0,,,
2L4X4X3/8X3/8,2L,2L4X4X3/8X3/8,2L4X4X3/8X3/8,19.6,5.72,4.0,,,
2L4X4X3/8X3/4,2L,2L4X4X3/8X3/4,2L4X4X3/8X3/4,19.6,5.72,4.0,,,
2L4X4X5/16,2L,2L4X4X5/16,2L4X4X5/16,16.4,4.8,4.0,,,
2L4X4X5/16X3/8,2L,2L4X4X5/16X3/8,2L4X4X5/16X3/8,16.4,4.8,4.0,,,
2L4X4X5/16X3/4,2L,2L4X4X5/16X3/4,2L4X4X5/16X3/4,16.4,4.8,4.0,,,
2L4X4X1/4,2L,2L4X4X1/4,2L4X4X1/4,13.2,3.86,4.0,,,
2L4X4X1/4X3/8,2L,2L4X4X1/4X3/8,2L4X4X1/4X3/8,13.2,3.86,4.0,,,
2L4X4X1/4X3/4,2L,2L4X4X1/4X3/4,2L4X4X1/4X3/4,13.2,3.86,4.0,,,
2L3-1/2X3-1/2X1/2,2L,2L3-1/2X3-1/2X1/2,2L3-1/2X3-1/2X1/2,22.2,6.5,3.5,,,
2L3-1/2X3-1/2X1/2X3/8,2L,2L3-1/2X3-1/2X1/2X3/8,2L3-1/2X3-1/2X1/2X3/8,22.2,6.5,3.5,,,
2L3-1/2X3-1/2X1/2X3/4,2L,2L3-1/2X3-1/2X1/2X3/4,2L3-1/2X3-1/2X1/2X3/4,22.2,6.5,3.5,,,
2L3-1/2X3-1/2X7/16,2L,2L3-1/2X3-1/2X7/16,2L3-1/2X3-1/2X7/16,19.6,5.78,3.5,,,
2L3-1/2X3-1/2X7/16X3/8,2L,2L3-1/2X3-1/2X7/16X3/8,2L3-1/2X3-1/2X7/16X3/8,19.6,5.78,3.5,,,
2L3-1/2X3-1/2X7/16X3/4,2L,2L3-1/2X3-1/2X7/16X3/4,2L3-1/2X3-1/2X7/16X3/4,19.6,5.78,3.5,,,
2L3-1/2X3-1/2X3/8,2L,2L3-1/2X3-1/2X3/8,2L3-1/2X3-1/2X3/8,17.0,5.0,3.5,,,
2L3-1/2X3-1/2X3/8X3/8,2L,2L3-1/2X3-1/2X3/8X3/8,2L3-1/2X3-1/2X3/8X3/8,17.0,5.0,3.5,,,
2L3-1/2X3-1/2X3/8X3/4,2L,2L3-1/2X3-1/2X3/8X3/4,2L3-1/2X3-1/2X3/8X3/4,17.0,5.0,3.5,,,
2L3-1/2X3-1/2X5/16,2L,2L3-1/2X3-1/2X5/16,2L3-1/2X3-1/2X5/16,14.4,4.2,3.5,,,
2L3-1/2X3-1/2X5/16X3/8,2L,2L3-1/2X3-1/2X5/16X3/8,2L3-1/2X3-1/2X5/16X3/8,14.4,4.2,3.5,,,
2L3-1/2X3-1/2X5/16X3/4,2L,2L3-1/2X3-1/2X5/16X3/4,2L3-1/2X3-1/2X5/16X3/4,14.4,4.2,3.5,,,
2L3-1/2X3-1/2X1/4,2L,2L3-1/2X3-1/2X1/4,2L3-1/2X3-1/2X1/4,11.6,3.4,3.5,,,
2L3-1/2X3-1/2X1/4X3/8,2L,2L3-1/2X3-1/2X1/4X3/8,2L3-1/2X3-1/2X1/4X3/8,11.6,3.4,3.5,,,
2L3-1/2X3-1/2X1/4X3/4,2L,2L3-1/2X3-1/2X1/4X3/4,2L3-1/2X3-1/2X1/4X3/4,11.6,3.4,3.5,,,
2L3X3X1/2,2L,2L3X3X1/2,2L3X3X1/2,18.8,5.52,3.0,,,
2L3X3X1/2X3/8,2L,2L3X3X1/2X3/8,2L3X3X1/2X3/8,18.8,5.52,3.0,,,
2L3X3X1/2X3/4,2L,2L3X3X1/2X3/4,2L3X3X1/2X3/4,18.8,5.52,3.0,,,
2L3X3X7/16,2L,2L3X3X7/16,2L3X3X7/16,16.6,4.86,3.0,,,
2L3X3X7/16X3/8,2L,2L3X3X7/16X3/8,2L3X3X7/16X3/8,16.6,4.86,3.0,,,
2L3X3X7/16X3/4,2L,2L3X3X7/16X3/4,2L3X3X7/16X3/4,16.6,4.86,3.0,,,
2L3X3X3/8,2L,2L3X3X3/8,2L3X3X3/8,14.4,4.22,3.0,,,
2L3X3X3/8X3/8,2L,2L3X3X3/8X3/8,2L3X3X3/8X3/8,14.4,4.22,3.0,,,
2L3X3X3/8X3/4,2L,2L3X3X3/8X3/4,2L3X3X3/8X3/4,14.4,4.22,3.0,,,
2L3X3X5/16,2L,2L3X3X5/16,2L3X3X5/16,12.2,3.56,3.0,,,
2L3X3X5/16X3/8,2L,2L3X3X5/16X3/8,2L3X3X5/16X3/8,12.2,3.56,3.0,,,
2L3X3X5/16X3/4,2L,2L3X3X5/16X3/4,2L3X3X5/16X3/4,12.2,3.56,3.0,,,
2L3X3X1/4,2L,2L3X3X1/4,2L3X3X1/4,9.8,2.88,3.0,,,
2L3X3X1/4X3/8,2L,2L3X3X1/4X3/8,2L3X3X1/4X3/8,9.8,2.88,3.0,,,
2L3X3X1/4X3/4,2L,2L3X3X1/4X3/4,2L3X3X1/4X3/4,9.8,2.88,3.0,,,
2L3X3X3/16,2L,2L3X3X3/16,2L3X3X3/16,7.42,2.18,3.0,,,
2L3X3X3/16X3/8,2L,2L3X3X3/16X3/8,2L3X3X3/16X3/8,7.42,2.18,3.0,,,
2L3X3X3/16X3/4,2L,2L3X3X3/16X3/4,2L3X3X3/16X3/4,7.42,2.18,3.0,,,
2L2-1/2X2-1/2X1/2,2L,2L2-1/2X2-1/2X1/2,2L2-1/2X2-1/2X1/2,15.4,4.52,2.5,,,
2L2-1/2X2-1/2X1/2X3/8,2L,2L2-1/2X2-1/2X1/2X3/8,2L2-1/2X2-1/2X1/2X3/8,15.4,4.52,2.5,,,
2L2-1/2X2-1/2X1/2X3/4,2L,2L2-1/2X2-1/2X1/2X3/4,2L2-1/2X2-1/2X1/2X3/4,15.4,4.52,2.5,,,
2L2-1/2X2-1/2X3/8,2L,2L2-1/2X2-1/2X3/8,2L2-1/2X2-1/2X3/8,11.8,3.46,2.5,,,
2L2-1/2X2-1/2X3/8X3/8,2L,2L2-1/2X2-1/2X3/8X3/8,2L2-1/2X2-1/2X3/8X3/8,11.8,3.46,2.5,,,
2L2-1/2X2-1/2X3/8X3/4,2L,2L2-1/2X2-1/2X3/8X3/4,2L2-1/2X2-1/2X3/8X3/4,11.8,3.46,2.5,,,
2L2-1/2X2-1/2X5/16,2L,2L2-1/2X2-1/2X5/16,2L2-1/2X2-1/2X5/16,10.0,2.92,2.5,,,
2L2-1/2X2-1/2X5/16X3/8,2L,2L2-1/2X2-1/2X5/16X3/8,2L2-1/2X2-1/2X5/16X3/8,10.0,2.92,2.5,,,
2L2-1/2X2-1/2X5/16X3/4,2L,2L2-1/2X2-1/2X5/16X3/4,2L2-1/2X2-1/2X5/16X3/4,10.0,2.92,2.5,,,
2L2-1/2X2-1/2X1/4,2L,2L2-1/2X2-1/2X1/4,2L2-1/2X2-1/2X1/4,8.2,2.38,2.5,,,
2L2-1/2X2-1/2X1/4X3/8,2L,2L2-1/2X2-1/2X1/4X3/8,2L2-1/2X2-1/2X1/4X3/8,8.2,2.38,2.5,,,
2L2-1/2X2-1/2X1/4X3/4,2L,2L2-1/2X2-1/2X1/4X3/4,2L2-1/2X2-1/2X1/4X3/4,8.2,2.38,2.5,,,
2L2-1/2X2-1/2X3/16,2L,2L2-1/2X2-1/2X3/16,2L2-1/2X2-1/2X3/16,6.14,1.8,2.5,,,
2L2-1/2X2-1/2X3/16X3/8,2L,2L2-1/2X2-1/2X3/16X3/8,2L2-1/2X2-1/2X3/16X3/8,6.14,1.8,2.5,,,
2L2-1/2X2-1/2X3/16X3/4,2L,2L2-1/2X2-1/2X3/16X3/4,2L2-1/2X2-1/2X3/16X3/4,6.14,1.8,2.5,,,
2L2X2X3/8,2L,2L2X2X3/8,2L2X2X3/8,9.4,2.74,2.0,,,
2L2X2X3/8X3/8,2L,2L2X2X3/8X3/8,2L2X2X3/8X3/8,9.4,2.74,2.0,,,
2L2X2X3/8X3/4,2L,2L2X2X3/8X3/4,2L2X2X3/8X3/4,9.4,2.74,2.0,,,
2L2X2X5/16,2L,2L2X2X5/16,2L2X2X5/16,7.84,2.32,2.0,,,
2L2X2X5/16X3/8,2L,2L2X2X5/16X3/8,2L2X2X5/16X3/8,7.84,2.32,2.0,,,
2L2X2X5/16X3/4,2L,2L2X2X5/16X3/4,2L2X2X5/16X3/4,7.84,2.32,2.0,,,
2L2X2X1/4,2L,2L2X2X1/4,2L2X2X1/4,6.38,1.89,2.0,,,
2L2X2X1/4X3/8,2L,2L2X2X1/4X3/8,2L2X2X1/4X3/8,6.38,1.89,2.0,,,
2L2X2X1/4X3/4,2L,2L2X2X1/4X3/4,2L2X2X1/4X3/4,6.38,1.89,2.0,,,
2L2X2X3/16,2L,2L2X2X3/16,2L2X2X3/16,4.88,1.44,2.0,,,
2L2X2X3/16X3/8,2L,2L2X2X3/16X3/8,2L2X2X3/16X3/8,4.88,1.44,2.0,,,
2L2X2X3/16X3/4,2L,2L2X2X3/16X3/4,2L2X2X3/16X3/4,4.88,1.44,2.0,,,
2L2X2X1/8,2L,2L2X2X1/8,2L2X2X1/8,3.3,0.98,2.0,,,
2L2X2X1/8X3/8,2L,2L2X2X1/8X3/8,2L2X2X1/8X3/8,3.3,0.98,2.0,,,
2L2X2X1/8X3/4,2L,2L2X2X1/8X3/4,2L2X2X1/8X3/4,3.3,0.98,2.0,,,
2L8X6X1LLBB,2L,2L8X6X1LLBB,2L8X6X1LLBB,88.4,26.2,8.0,,,
2L8X6X1X3/8LLBB,2L,2L8X6X1X3/8LLBB,2L8X6X1X3/8LLBB,88.4,26.2,8.0,,,
2L8X6X1X3/4LLBB,2L,2L8X6X1X3/4LLBB,2L8X6X1X3/4LLBB,88.4,26.2,8.0,,,
2L8X6X7/8LLBB,2L,2L8X6X7/8LLBB,2L8X6X7/8LLBB,78.2,23.0,8.0,,,
2L8X6X7/8X3/8LLBB,2L,2L8X6X7/8X3/8LLBB,2L8X6X7/8X3/8LLBB,78.2,23.0,8.0,,,
2L8X6X7/8X3/4LLBB,2L,2L8X6X7/8X3/4LLBB,2L8X6X7/8X3/4LLBB,78.2,23.0,8.0,,,
2L8X6X3/4LLBB,2L,2L8X6X3/4LLBB,2L8X6X3/4LLBB,67.6,20.0,8.0,,,
2L8X6X3/4X3/8LLBB,2L,2L8X6X3/4X3/8LLBB,2L8X6X3/4X3/8LLBB,67.6,20.0,8.0,,,
2L8X6X3/4X3/4LLBB,2L,2L8X6X3/4X3/4LLBB,2L8X6X3/4X3/4LLBB,67.6,20.0,8.0,,,
2L8X6X5/8LLBB,2L,2L8X6X5/8LLBB,2L8X6X5/8LLBB,57.0,16.8,8.0,,,
2L8X6X5/8X3/8LLBB,2L,2L8X6X5/8X3/8LLBB,2L8X6X5/8X3/8LLBB,57.0,16.8,8.0,,,
2L8X6X5/8X3/4LLBB,2L,2L8X6X5/8X3/4LLBB,2L8X6X5/8X3/4LLBB,57.0,16.8,8.0,,,
2L8X6X9/16LLBB,2L,2L8X6X9/16LLBB,2L8X6X9/16LLBB,51.4,15.2,8.0,,,
2L8X6X9/16X3/8LLBB,2L,2L8X6X9/16X3/8LLBB,2L8X6X9/16X3/8LLBB,51.4,15.2,8.0,,,
2L8X6X9/16X3/4LLBB,2L,2L8X6X9/16X3/4LLBB,2L8X6X9/16X3/4LLBB,51.4,15.2,8.0,,,
2L8X6X1/2LLBB,2L,2L8X6X1/2LLBB,2L8X6X1/2LLBB,46.0,13.6,8.0,,,
2L8X6X1/2X3/8LLBB,2L,2L8X6X1/2X3/8LLBB,2L8X6X1/2X3/8LLBB,46.0,13.6,8.0,,,
2L8X6X1/2X3/4LLBB,2L,2L8X6X1/2X3/4LLBB,2L8X6X1/2X3/4LLBB,46.0,13.6,8.0,,,
2L8X6X7/16LLBB,2L,2L8X6X7/16LLBB,2L8X6X7/16LLBB,40.4,12.0,8.0,,,
2L8X6X7/16X3/8LLBB,2L,2L8X6X7/16X3/8LLBB,2L8X6X7/16X3/8LLBB,40.4,12.0,8.0,,,
2L8X6X7/16X3/4LLBB,2L,2L8X6X7/16X3/4LLBB,2L8X6X7/16X3/4LLBB,40.4,12.0,8.0,,,
2L8X4X1LLBB,2L,2L8X4X1LLBB,2L8X4X1LLBB,74.8,22.2,8.0,,,
2L8X4X1X3/8LLBB,2L,2L8X4X1X3/8LLBB,2L8X4X1X3/8LLBB,74.8,22.2,8.0,,,
2L8X4X1X3/4LLBB,2L,2L8X4X1X3/4LLBB,2L8X4X1X3/4LLBB,74.8,22.2,8.0,,,
2L8X4X7/8LLBB,2L,2L8X4X7/8LLBB,2L8X4X7/8LLBB,66.2,19.6,8.0,,,
2L8X4X7/8X3/8LLBB,2L,2L8X4X7/8X3/8LLBB,2L8X4X7/8X3/8LLBB,66.2,19.6,8.0,,,
2L8X4X7/8X3/4LLBB,2L,2L8X4X7/8X3/4LLBB,2L8X4X7/8X3/4LLBB,66.2,19.6,8.0,,,
2L8X4X3/4LLBB,2L,2L8X4X3/4LLBB,2L8X4X3/4LLBB,57.4,17.0,8.0,,,
2L8X4X3/4X3/8LLBB,2L,2L8X4X3/4X3/8LLBB,2L8X4X3/4X3/8LLBB,57.4,17.0,8.0,,,
2L8X4X3/4X3/4LLBB,2L,2L8X4X3/4X3/4LLBB,2L8X4X3/4X3/4LLBB,57.4,17.0,8.0,,,
2L8X4X5/8LLBB,2L,2L8X4X5/8LLBB,2L8X4X5/8LLBB,48.4,14.3,8.0,,,
2L8X4X5/8X3/8LLBB,2L,2L8X4X5/8X3/8LLBB,2L8X4X5/8X3/8LLBB,48.4,14.3,8.0,,,
2L8X4X5/8X3/4LLBB,2L,2L8X4X5/8X3/4LLBB,2L8X4X5/8X3/4LLBB,48.4,14.3,8.0,,,
2L8X4X9/16LLBB,2L,2L8X4X9/16LLBB,2L8X4X9/16LLBB,43.8,13.0,8.0,,,
2L8X4X9/16X3/8LLBB,2L,2L8X4X9/16X3/8LLBB,2L8X4X9/16X3/8LLBB,43.8,13.0,8.0,,,
2L8X4X9/16X3/4LLBB,2L,2L8X4X9/16X3/4LLBB,2L8X4X9/16X3/4LLBB,43.8,13.0,8.0,,,
2L8X4X1/2LLBB,2L,2L8X4X1/2LLBB,2L8X4X1/2LLBB,39.2,11.6,8.0,,,
2L8X4X1/2X3/8LLBB,2L,2L8X4X1/2X3/8LLBB,2L8X4X1/2X3/8LLBB,39.2,11.6,8.0,,,
2L8X4X1/2X3/4LLBB,2L,2L8X4X1/2X3/4LLBB,2L8X4X1/2X3/4LLBB,39.2,11.6,8.0,,,
2L8X4X7/16LLBB,2L,2L8X4X7/16LLBB,2L8X4X7/16LLBB,34.4,10.2,8.0,,,
2L8X4X7/16X3/8LLBB,2L,2L8X4X7/16X3/8LLBB,2L8X4X7/16X3/8LLBB,34.4,10.2,8.0,,,
2L8X4X7/16X3/4LLBB,2L,2L8X4X7/16X3/4LLBB,2L8X4X7/16X3/4LLBB,34.4,10.2,8.0,,,
2L7X4X3/4LLBB,2L,2L7X4X3/4LLBB,2L7X4X3/4LLBB,52.4,15.5,7.0,,,
2L7X4X3/4X3/8LLBB,2L,2L7X4X3/4X3/8LLBB,2L7X4X3/4X3/8LLBB,52.4,15.5,7.0,,,
2L7X4X3/4X3/4LLBB,2L,2L7X4X3/4X3/4LLBB,2L7X4X3/4X3/4LLBB,52.4,15.5,7.0,,,
2L7X4X5/8LLBB,2L,2L7X4X5/8LLBB,2L7X4X5/8LLBB,44.2,13.0,7.0,,,
2L7X4X5/8X3/8LLBB,2L,2L7X4X5/8X3/8LLBB,2L7X4X5/8X3/8LLBB,44.2,13.0,7.0,,,
2L7X4X5/8X3/4LLBB,2L,2L7X4X5/8X3/4LLBB,2L7X4X5/8X3/4LLBB,44.2,13.0,7.0,,,
